inventory_id,warehouse_id,item_id,quantity,inventory_date
930,3,1,8,2022-05-24
931,1,76,19,2005-04-11
932,4,22,7,2022-01-13
933,2,61,2,2015-04-06
934,2,32,14,2022-01-11
935,4,62,2,2007-02-15
936,2,41,7,2021-08-31
937,4,12,18,2022-04-22
938,2,30,14,2021-05-23
939,3,51,17,2017-07-25
940,1,37,12,2021-11-14
941,4,52,16,2007-05-18
942,2,22,8,2022-04-24
943,2,30,17,2022-09-16
944,2,11,15,2021-12-15
945,4,17,15,2022-03-06
946,1,48,5,2003-01-09
947,2,47,1,2006-07-03
948,1,23,12,2021-09-14
949,3,7,13,2022-03-17
950,3,43,13,2022-05-30
951,1,57,8,2008-09-13
952,4,44,6,2021-09-07
953,1,17,11,2021-09-02
954,4,3,19,2021-11-19
955,4,5,1,2021-12-20
956,2,3,11,2021-08-07
957,4,49,5,2009-03-30
958,4,29,12,2021-10-15
959,1,48,4,2000-04-03
960,1,33,1,2022-01-19
961,2,7,9,2022-05-29
962,2,14,2,2021-11-28
963,4,42,18,2022-07-14
964,1,51,10,2013-10-27
965,4,51,19,2005-03-28
966,3,42,7,2021-06-15
967,2,70,20,2015-06-28
968,1,14,2,2022-09-16
969,4,56,18,2000-03-29
970,3,26,4,2022-05-23
971,1,1,15,2022-04-28
972,3,48,4,2014-12-23
973,4,19,13,2021-10-03
974,1,45,12,2022-01-22
975,2,5,18,2022-01-06
976,4,31,1,2021-12-08
977,1,31,1,2021-07-27
978,2,37,18,2021-07-16
979,2,27,8,2021-07-13
980,1,44,9,2021-11-20
981,1,74,12,2016-10-26
982,1,41,20,2021-06-23
983,2,63,19,2020-02-18
984,4,12,3,2022-09-21
985,1,42,14,2022-04-06
986,2,12,20,2021-07-25
987,2,40,9,2021-06-18
988,2,55,15,2005-09-26
989,3,44,7,2021-08-26
990,3,45,18,2021-06-21
991,2,62,16,2006-09-27
992,4,21,20,2021-06-18
993,3,40,15,2022-01-19
994,2,75,8,2000-05-19
995,4,73,11,2002-09-21
996,2,20,12,2021-07-31
997,1,48,8,2000-07-04
998,4,19,4,2022-01-23
999,3,61,16,2006-11-03
1000,1,22,3,2022-09-16
